References,Family,Status,,ID Number,Name,Illustration,Gloss,English equivalent,Norwegian equivalent,CEFR level,Definition in Norwegian,Definition in English,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. func. of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type,Usage label,Anchor words,Common fillers,Comment,Dependency Structure,Dependency Structure of Illustration,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Polarity value,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,Olaf Mikkelsen,,1447,til [TID],i alle til nå (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1448,fra før,Han hadde to stoler fra før (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1449,tvers over [STED],"Tvers over gaten, like ved et bibliotek, så han Mol (Thranes metode)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1450,etter POSSESSIV smak,Litt for gammeldags og sedat for hans smak (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1451,[NOEN] forstå seg på [NOE],Han kjente en fyr som forstod seg på innredning (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1452,([NOE] være) i orden,I orden. Jeg kommer innom når jeg er nede i sentrum (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1453,[NOEN] gå seg vill i [STED],Han så ut som en asiatisk munk som hadde gått seg vill i vestens pengejungel (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1454,[NOEN] få skikk på [NOE/NOEN],Kan du hjelpe meg å få skikk på en leilighet? (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1455,X og Y i en salig blanding,Skinnmøbler og plast i en salig blanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1456,[NOE] falle i smak (hos [NOEN]),Ølet falt i smak hos både kunder og hos verten (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1457,noe i den SUBSTANTIV,noe i den dur/retning/gate/stil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1458,[NOEN] rette opp i [NOE],Louis tilbød seg straks å rette opp i feilen (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1459,[NOEN] bli/være dus (med [NOE/NOEN]),Det beste med alt er at ungene blir dus med vannet (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1460,[NOEN] ikke være til å rokke,Hun var ikke til å rokke fra matfatet (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1461,[NOEN] la [NOE] passere,Han lot den passere (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1462,[NOEN] føre [NOEN] bak lyset,Ingen skal lenger føre oss bak lyset (Thranes metode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1463,det gå for fort i svingene (for [NOEN]),Her har det gått for fort i svingene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1464,ja vel,"Mange vil nok si medgangssupportere, ja vel men de er viktige de også for de gir penger i kassa (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1465,nei vel,"Er ikke sulten, svarte han avvisende. Nei vel, greit, svarte moren i en gjør-som-du-vil-tone som ble avsluttet med et sukk (NoWac)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1466,ja da,"Ja da, pølser inngikk sikkert i et vanlig sunt kosthold før (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1467,jo da,"Har dere ikke den siste D.D.E., sa Bjarne. Jo da, men slikt selger vi ikke åpenlyst. Det har vi under disken, sa jeg (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1468,nei da,"Er det noe du lurer på smilte valgfunksjonæren? Nei da, jeg vet hvordan dette skal gjøres sa jeg (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1469,jo visst,"Jo visst, det koster, men noen m srge for ta regien p befolkningskningen blant fraglene (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1470,nei visst,"Inga ungdomsbok, nei visst, men det var ungdommen som las den (NBU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1471,ja ja,Jobber i ju la i tillegg til generell overtid. Ja ja - jeg hadde ikke juleferie i fjor fjor heller (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1472,nei nei,"Nei nei, for all del, jeg har ikke missforstått (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1473,akkurat ja,"Neste morgen var det overskyet. Akkurat ja, så lenge varte DET finværet (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1474,([NOE] være) passe / passe X,"Det er fint, rett og slett. Akkurat passe akustisk, passe glatt, passe med pumpende bass og trommer (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1475,akkurat som (om) LEDDSETNING,Når først en tapsrekke inntreffer så er det akkurat som det ligger en forbannelse over en (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1476,X på linje med Y,Dyrepleiere fortjener en lønn på linje med andre som er høyskoleutdannet (frifagbevegelse.no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1477,VERB med hjertet i halsen,Daglig kjører bussjåførene nærmest med hjertet i halsen når de skal nordover Havnegata og svinge opp Bispegata (itromso.no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1478,bred last,Bred last.	Det er ikke meningen å mobbe tjukkaser her i bloggen (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1479,X og enhver,noen/alle og enhver (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1480,når alt kommer til alt,Når alt kommer til alt koker det ned til to ting: musikk som appellerer og musikk som ikke appellerer (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1481,[NOE] koke ned til [NOE],Når alt kommer til alt koker det ned til to ting: musikk som appellerer og musikk som ikke appellerer (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1482,VERB alt PRON kan,Skynde seg alt man kan (Norwegian Grammar Dictionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1483,aller SUPERLATIV,Onsdag var den aller fineste dagen av ferien (Norwegian Grammar Dictionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1484,for (evig og) alltid,En tatovering er for evig og alltid - det er ikke kjærligheten (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1485,altfor ADJEKTIV,Han er altfor gammel for henne (Norwegian Grammar Dictionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1486,"altså, X (topic changer)","Altså, som jeg sa, skal reglene forandres (Norwegian Grammar Dictionary)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1487,[NOEN] gripe an [NOE],Hvordan kan næringslivet gripe an utfordringen? (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1488,[NOEN] ligge (ADJEKTIV) an,ligge godt/dårlig/tynt/bra an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1489,kom an (imperativ),Kom an! (Norwegian Grammar Dictionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1490,fra tid til annen,Fra tid til annen pågår det væpnede kamper mellom rivaliserende militante grupper (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1491,[NOEN] stille seg ADJEKTIV til [NOE],stille seg positiv/kritisk/utenforstående/tvilende/undrende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1492,her/der borte,Det å bestemme meg for å spille collegebasketball her borte	har nok vært min beste avgjørelse så langt i mitt liv (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1493,X bort i natta / bort i natta X,"Det ville jo være helt bort i natta hvis disse ble "" bortvist "" til fredagen (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1494,VERB bort,snakke/kaste/rote/tørke bort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1495,[NOEN] holde seg borte (fra [STED]),Det viser seg at jentene rett og slett og slett holder seg borte fra skolen fordi de menstruerer (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1496,[NOEN] bli/være borte,Ser at litt av høyre billedkant blir borte ved innlegging ! (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1497,[NOEN] være helt borte,"Folk kan si navnet mitt flere ganger og jeg kan være helt borte, uten å høre noen verdens ting (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1498,[NOEN] se bort (i)fra,Du kan se bort ifra purringen du har fått nå.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1499,[NOEN] skulle ikke se bort (i)fra at LEDDSETNING,Du skal ikke se bort ifra at denne testen blir litt for vanskelig for enkelte av oss! (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1500,[NOEN] komme/rote seg bort i [NOE/NOEN],"din fetter Roman, som alltid klarer å rote seg borti ting han ikke bør rote seg borti (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1501,[NOE] koke bort i [NOE],"for å kaste meg ut i det nå, så kommer det bare til å koke bort i en hel masse svada (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1502,[NOE] være (litt) både og,Men er dette gode eller dårlige nyheter? -- Det er litt både og (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1503,[NOEN] få i både pose og sekk,"man må jo realisere seg selv og karrieren. Ja, man får ikke både i pose og sekk - vi må velge (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1504,nå og da,du kan vel unne deg en pølse	nå og da? (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1505,"uff, da!","Uff da, nå er mobilen tom for strøm (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1506,[NOEN] dele ut [NOE] (til [NOEN]),Regjeringen deler ut 53 nye oljeletelisenser (E24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1507,ingen av delene,"På skolen lærer de russisk og tysk, og jeg kan ingen av delene (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1508,hit og dit,En hard ball som triller lett og spretter hit og dit (bordtennisball f.eks.) har vært en suveren jaktslager her i huset (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1509,her og der,Folk har fått polutsalg både her og der. Dermed kommer forbruket også inn i statistikkene (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1510,VERB opp,brenne opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1511,VERB ned,brenne ned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1512,VERB ut,brenne ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1513,VERB vekk,ta/få/gå/legge/være/se/skremme/gi/ville/skulle/måtte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1514,etter alle solemerker,Hvis stredet blir stengt vil det etter alle solemerker føre til en kraftig økning i olje- og gassprisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1515,med et nødskrik,Han slapp unna steinraset med et nødskrik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1516,[NOEN] utgjøre en forskjell,Jeg ville bare utgjøre en forskjell (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1517,[NOEN] være hekta på [NOE],Ronja er hekta på mikrodrama (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1518,[NOEN] sitte igjen med [NOE],Sitter igjen med titanplate og hjertearr (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1519,[NOEN] (være) møkk lei (av) [NOE],Frisører møkk lei midtskill (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1520,[NOEN] ha/få [NOE] å rutte med,Mange vil da få 1.000 kroner mer i måneden å rutte med (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1521,og sånn går nu dagan,"Det må æ spis ... og der va det ei hoppe. Ja da, og sånn går nu dagan (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1522,X-faktor,"trynefaktor, risikofaktor, motivasjonsfaktor, x-faktor, suksessfaktor, formfaktor, innsatsfaktor, champagnefaktor, nøkkelfaktor, stressfaktor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1523,i påvente av X,"Som barn på julaften, i påvente av at pakkene skal til pers, snegler tiden seg av gårde (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1524,til pers,"Som barn på julaften, i påvente av at pakkene skal til pers, snegler tiden seg av gårde (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1525,X ut fra Y,Den må gjette tiden ut fra hendelser og det som har skjedd (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1526,[NOEN] feie for egen dør,Det var flere grunner til at vi valgte å innføre en noe mer restriktiv alkoholpolitikk. Vi ville feie for egen dør (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1527,et knippe av SUBSTANTIV,Det er et lite knippe av historier som gjentas (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1528,[NOEN] ta for seg av [NOE],"Hvor mye har ikke vi nordmenn tatt for oss av barer, severdigheter og strender lenger sør (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1529,til å ta og føle på,"Når vi nå har lyktes, er begeistringen slett ikke til å ta og føle på (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1530,slett ikke,"Når vi nå har lyktes, er begeistringen slett ikke til å ta og føle på (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1531,i særdeleshet,Trenden med coolcation har i særdeleshet slått an på steder som Tromsø og Lofoten (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1532,[NOEN] strømme til,Folk strømmer til fra hele verden (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1533,[NOE/NOEN] gni salt i såret,For å gni enda mer salt i turist-såret er også Norge blitt et billig ferieland (NRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1534,VERB i grevens tid,Et flertall på Stortinget klarte i grevens tid å bli enige om en slags turistskatt (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1535,[NOE] ta av,Flere steder er man irritert over at Airbnb har tatt av (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1536,med bismak,Gratis ferger og billigere fly var en del av regjeringas gavepakke til distriktene. Men det var en gave med bismak (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
